Department;Source_Type;Fiscal_Year;Quarter;Emissions_mtCO2e;Consumption;Consumption_Units
Police;Electric;2012;Q2;0.00;2,226,027.8508571498;Electric (kWh)
Police;Natural Gas;2012;Q2;403.52631430700001;75,798.278757780005;Natural Gas (therms)
Police;Electric;2012;Q3;0.00;2,168,013.5671756701;Electric (kWh)
Police;Natural Gas;2012;Q3;577.37680865300001;108,454.310757231;Natural Gas (therms)
Police;Electric;2012;Q4;0.00;2,193,990.9936149502;Electric (kWh)
Police;Natural Gas;2012;Q4;421.53817924499998;79,181.622820032004;Natural Gas (therms)
Port;B20;2012;Q1;0.00;0.00;B20 (gallons)
Port;B5;2012;Q1;33.457644870000003;3,394.39999485;B5 (gallons)
Port;CNG;2012;Q1;2.6105804909999999;422.44000172599999;CNG (GGE)
Port;Gasoline;2012;Q1;64.510739194999999;7,189.3000007720002;Gasoline (gallons)
Port;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Port;B20;2012;Q2;0.00;0.00;B20 (gallons)
Port;B5;2012;Q2;33.377805600000002;3,386.3000099659998;B5 (gallons)
Port;CNG;2012;Q2;2.8170464630000001;455.84999847400002;CNG (GGE)
Port;Gasoline;2012;Q2;61.299245241000001;6,831.4000019129999;Gasoline (gallons)
Port;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Port;B20;2012;Q3;0.00;0.00;B20 (gallons)
Port;B5;2012;Q3;36.034190938000002;3,655.7999826670002;B5 (gallons)
Port;CNG;2012;Q3;2.7126084110000002;438.94999825999997;CNG (GGE)
Port;Gasoline;2012;Q3;63.931073048999998;7,124.6999996450004;Gasoline (gallons)
Port;Propane;2012;Q3;0.085694699999999999;15.00;Propane (gallons)
Port;B20;2012;Q4;0.00;0.00;B20 (gallons)
Port;B5;2012;Q4;42.065517075999999;4,267.699998051;B5 (gallons)
Port;CNG;2012;Q4;2.987299036;483.40000033400003;CNG (GGE)
Port;Gasoline;2012;Q4;64.957602592000001;7,239.1000039580003;Gasoline (gallons)
Port;Propane;2012;Q4;0.040562157000000001;7.0999999049999998;Propane (gallons)
Port;Electric;2012;Q1;0.00;2,163,665.00;Electric (kWh)
Port;Electric;2012;Q1;0.00;6,522,154.00;Electric (kWh)
Port;Electric;2012;Q1;7.8306212549999996;2,693,549.00;Electric (kWh)
Port;Natural Gas;2012;Q1;54.754121210000001;10,285.00;Natural Gas (therms)
Port;Electric;2012;Q2;0.00;1,999,527.00;Electric (kWh)
Port;Electric;2012;Q2;0.00;8,156,993.00;Electric (kWh)
Port;Electric;2012;Q2;10.502522702;2,592,128.00;Electric (kWh)
Port;Natural Gas;2012;Q2;163.95891347;30,798.00;Natural Gas (therms)
Port;Electric;2012;Q3;0.00;2,032,281.00;Electric (kWh)
Port;Electric;2012;Q3;0.00;6,755,822.00;Electric (kWh)
Port;Electric;2012;Q3;13.082564122999999;2,705,754.00;Electric (kWh)
Port;Natural Gas;2012;Q3;227.43323405300001;42,721.00;Natural Gas (therms)
Port;Electric;2012;Q4;0.00;1,743,422.00;Electric (kWh)
Port;Electric;2012;Q4;0.00;7,435,006.00;Electric (kWh)
Port;Electric;2012;Q4;5.1805331790000002;2,747,888.00;Electric (kWh)
Port;Natural Gas;2012;Q4;59.667884348999998;11,208.00;Natural Gas (therms)
Public Defender;B20;2012;Q1;0.00;0.00;B20 (gallons)
Public Defender;B5;2012;Q1;0.00;0.00;B5 (gallons)
Public Defender;CNG;2012;Q1;2.7518499379999999;445.30000007199999;CNG (GGE)
Public Defender;Gasoline;2012;Q1;3.521965314;392.50000152699999;Gasoline (gallons)
Public Defender;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Public Defender;B20;2012;Q2;0.00;0.00;B20 (gallons)
Public Defender;B5;2012;Q2;0.00;0.00;B5 (gallons)
Public Defender;CNG;2012;Q2;2.429884124;393.20000171700002;CNG (GGE)
Public Defender;Gasoline;2012;Q2;4.4758121979999999;498.79999885699999;Gasoline (gallons)
Public Defender;Propane;2012;Q2;0.00;0.00;Propane (gallons)
Public Defender;B20;2012;Q3;0.00;0.00;B20 (gallons)
Public Defender;B5;2012;Q3;0.00;0.00;B5 (gallons)
Public Defender;CNG;2012;Q3;2.5955018440000002;419.99999904600003;CNG (GGE)
Public Defender;Gasoline;2012;Q3;3.5327331059999998;393.70000155299999;Gasoline (gallons)
Public Defender;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Public Defender;B20;2012;Q4;0.00;0.00;B20 (gallons)
Public Defender;B5;2012;Q4;0.00;0.00;B5 (gallons)
Public Defender;CNG;2012;Q4;2.324828084;376.199999779;CNG (GGE)
Public Defender;Gasoline;2012;Q4;3.6090049529999999;402.20000016699998;Gasoline (gallons)
Public Defender;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Public Defender;Electric;2012;Q1;0.00;140,319.74703125001;Electric (kWh)
Public Defender;Natural Gas;2012;Q1;0.50744985600000003;95.319249999999997;Natural Gas (therms)
Public Defender;Electric;2012;Q2;0.00;115,282.15168749999;Electric (kWh)
Public Defender;Natural Gas;2012;Q2;0.483053228;90.736593749999997;Natural Gas (therms)
Public Defender;Electric;2012;Q3;0.00;110,732.12728125;Electric (kWh)
Public Defender;Natural Gas;2012;Q3;3.0349404839999998;570.08243749999997;Natural Gas (therms)
Public Defender;Electric;2012;Q4;0.00;108,521.51965625001;Electric (kWh)
Public Defender;Natural Gas;2012;Q4;1.785833147;335.45043750000002;Natural Gas (therms)
Public Health;B20;2012;Q1;4.6019224169999999;553.40000057199995;B20 (gallons)
Public Health;B5;2012;Q1;1.0655112529999999;108.099999428;B5 (gallons)
Public Health;CNG;2012;Q1;16.78424527;2,715.9999956860001;CNG (GGE)
Public Health;Gasoline;2012;Q1;80.170697976;8,934.4999950679994;Gasoline (gallons)
Public Health;Propane;2012;Q1;0.023994515000000001;4.1999998090000004;Propane (gallons)
Public Health;B20;2012;Q2;4.8283595899999998;580.62999725300006;B20 (gallons)
Public Health;B5;2012;Q2;1.7889943699999999;181.49999809299999;B5 (gallons)
Public Health;CNG;2012;Q2;16.936823760999999;2,740.690005466;CNG (GGE)
Public Health;Gasoline;2012;Q2;73.832955252999994;8,228.200015761;Gasoline (gallons)
Public Health;Propane;2012;Q2;0.041704753999999997;7.2999999520000003;Propane (gallons)
Public Health;B20;2012;Q3;3.5749303110000001;429.89999771100003;B20 (gallons)
Public Health;B5;2012;Q3;2.9629295440000001;300.59999942799999;B5 (gallons)
Public Health;CNG;2012;Q3;18.145029859000001;2,936.2000033630002;CNG (GGE)
Public Health;Gasoline;2012;Q3;86.328977729000002;9,620.8000000859993;Gasoline (gallons)
Public Health;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Public Health;B20;2012;Q4;3.310490283;398.10000228899997;B20 (gallons)
Public Health;B5;2012;Q4;1.5061065760000001;152.80000054800001;B5 (gallons)
Public Health;CNG;2012;Q4;18.562473078;3,003.7500041200001;CNG (GGE)
Public Health;Gasoline;2012;Q4;86.137849508000002;9,599.5000097749999;Gasoline (gallons)
Public Health;Propane;2012;Q4;0.1142596;20.00;Propane (gallons)
Public Health;Electric;2012;Q1;0.00;14,510,036.980771299;Electric (kWh)
Public Health;Natural Gas;2012;Q1;7,075.2356205360002;1,329,010.4333420701;Natural Gas (therms)
Public Health;Steam;2012;Q1;3.0509566270000001;33,800.00;Steam (lbs)
Public Health;Electric;2012;Q2;0.00;14,123,048.052981799;Electric (kWh)
Public Health;Natural Gas;2012;Q2;6,692.6880101910001;1,257,152.7889235599;Natural Gas (therms)
Public Health;Steam;2012;Q2;12.44754198;137,900.00;Steam (lbs)
Public Health;Electric;2012;Q3;0.00;13,648,263.6822825;Electric (kWh)
Public Health;Natural Gas;2012;Q3;6,933.3819556830003;1,302,364.6775386599;Natural Gas (therms)
Public Health;Steam;2012;Q3;18.723226679;218,400.00;Steam (lbs)
Public Health;Electric;2012;Q4;0.00;13,834,069.028275801;Electric (kWh)
Public Health;Natural Gas;2012;Q4;6,564.7312105700003;1,233,117.41669925;Natural Gas (therms)
Public Health;Steam;2012;Q4;10.244622656000001;119,500.00;Steam (lbs)
Public Utilities Commission;B20;2012;Q1;142.48496453600001;17,134.399999928999;B20 (gallons)
Public Utilities Commission;B5;2012;Q1;113.28129291499999;11,492.799973822999;B5 (gallons)
Public Utilities Commission;CNG;2012;Q1;13.838968697;2,239.4000037310002;CNG (GGE)
Public Utilities Commission;Diesel;2012;Q1;89.883816679999995;8,614.00;Diesel (gallons)
Public Utilities Commission;Gasoline;2012;Q1;854.28072464900004;95,204.000001039007;Gasoline (gallons)
Public Utilities Commission;Propane;2012;Q1;0.42333182000000003;74.100000381000001;Propane (gallons)
Public Utilities Commission;B20;2012;Q2;146.444912923;17,610.599996662;B20 (gallons)
Public Utilities Commission;B5;2012;Q2;128.871664323;13,074.499965958001;B5 (gallons)
Public Utilities Commission;CNG;2012;Q2;17.006716900000001;2,752.000002623;CNG (GGE)
Public Utilities Commission;Diesel;2012;Q2;150.72912936200001;14,445.10;Diesel (gallons)
Public Utilities Commission;Gasoline;2012;Q2;821.66239047800002;91,568.899972576997;Gasoline (gallons)
Public Utilities Commission;Propane;2012;Q2;0.40676417999999998;71.200000763000006;Propane (gallons)
Public Utilities Commission;B20;2012;Q3;177.10499230600001;21,297.599996232999;B20 (gallons)
Public Utilities Commission;B5;2012;Q3;134.29581671599999;13,624.79999236;B5 (gallons)
Public Utilities Commission;CNG;2012;Q3;17.005975294999999;2,751.8799971789999;CNG (GGE)
Public Utilities Commission;Diesel;2012;Q3;134.28625516599999;12,869.30;Diesel (gallons)
Public Utilities Commission;Gasoline;2012;Q3;857.54426299700003;95,567.700007217994;Gasoline (gallons)
Public Utilities Commission;Propane;2012;Q3;0.76096894999999998;133.20000243199999;Propane (gallons)
Public Utilities Commission;B20;2012;Q4;177.25633852999999;21,315.799998903;B20 (gallons)
Public Utilities Commission;B5;2012;Q4;121.818196912;12,358.899993636;B5 (gallons)
Public Utilities Commission;CNG;2012;Q4;17.060480864999999;2,760.7000022679999;CNG (GGE)
Public Utilities Commission;Diesel;2012;Q4;108.92178087000001;10,438.50;Diesel (gallons)
Public Utilities Commission;Gasoline;2012;Q4;853.76028137399999;95,146.000001535998;Gasoline (gallons)
Public Utilities Commission;Propane;2012;Q4;0.230233095;40.300000191000002;Propane (gallons)
Public Utilities Commission;Electric;2012;Q1;0.00;38,512,978.00;Electric (kWh)
Public Utilities Commission;Natural Gas;2012;Q1;414.61407039300002;77,881.00;Natural Gas (therms)
Public Utilities Commission;Electric;2012;Q2;0.00;38,830,241.00;Electric (kWh)
Public Utilities Commission;Natural Gas;2012;Q2;568.65495490700005;106,816.00;Natural Gas (therms)
Public Utilities Commission;Electric;2012;Q3;0.00;39,263,537.00;Electric (kWh)
Public Utilities Commission;Natural Gas;2012;Q3;927.72699840799999;174,264.00;Natural Gas (therms)
Public Utilities Commission;Electric;2012;Q4;0.00;34,819,712.00;Electric (kWh)
Public Utilities Commission;Natural Gas;2012;Q4;679.01498725399995;127,546.00;Natural Gas (therms)
Public Utilities Commission;Wastewater Combustion;2012;Q1;17.662886394560701;N/A;N/A
Public Utilities Commission;Wastewater Combustion;2012;Q2;19.79242476828631;N/A;N/A
Public Utilities Commission;Wastewater Combustion;2012;Q3;23.031491940869273;N/A;N/A
Public Utilities Commission;Wastewater Combustion;2012;Q4;26.05819873199107;N/A;N/A
Public Utilities Commission;Wastewater Effluent;2012;Q1;2,055.2530938;N/A;N/A
Public Utilities Commission;Wastewater Effluent;2012;Q2;2,055.2530938;N/A;N/A
Public Utilities Commission;Wastewater Effluent;2012;Q3;2,111.9822091000001;N/A;N/A
Public Utilities Commission;Wastewater Effluent;2012;Q4;2,111.9822091000001;N/A;N/A
Public Utilities Commission;Wastewater Process;2012;Q1;213.37667500000001;N/A;N/A
Public Utilities Commission;Wastewater Process;2012;Q2;213.37667500000001;N/A;N/A
Public Utilities Commission;Wastewater Process;2012;Q3;219.2663;N/A;N/A
Public Utilities Commission;Wastewater Process;2012;Q4;219.2663;N/A;N/A
Public Works;B20;2012;Q1;21.659138209000002;2,604.5999936459998;B20 (gallons)
Public Works;B5;2012;Q1;564.55044550800005;57,275.699971474998;B5 (gallons)
Public Works;CNG;2012;Q1;52.023126728999998;8,418.3000007940009;CNG (GGE)
Public Works;Gasoline;2012;Q1;518.26639167200005;57,757.400032103003;Gasoline (gallons)
Public Works;Propane;2012;Q1;7.3965952379999997;1,294.700005531;Propane (gallons)
Public Works;B20;2012;Q2;27.287221166999998;3,281.3999980990002;B20 (gallons)
Public Works;B5;2012;Q2;524.78055825599995;53,240.899984568001;B5 (gallons)
Public Works;CNG;2012;Q2;52.765563944;8,538.4400153379993;CNG (GGE)
Public Works;Gasoline;2012;Q2;510.18040770300001;56,856.269998855998;Gasoline (gallons)
Public Works;Propane;2012;Q2;4.8434644459999996;847.80000038399999;Propane (gallons)
Public Works;B20;2012;Q3;30.522038290000001;3,670.3999933;B20 (gallons)
Public Works;B5;2012;Q3;582.74791957900004;59,121.900029324002;B5 (gallons)
Public Works;CNG;2012;Q3;42.342522703999997;6,851.7999844550004;CNG (GGE)
Public Works;Gasoline;2012;Q3;558.91175514999998;62,287.059982254999;Gasoline (gallons)
Public Works;Propane;2012;Q3;0.91236290799999997;159.70000028600001;Propane (gallons)
Public Works;B20;2012;Q4;30.060515712000001;3,614.9000148770001;B20 (gallons)
Public Works;B5;2012;Q4;651.16833076600005;66,063.400074570993;B5 (gallons)
Public Works;CNG;2012;Q4;50.331353882999998;8,144.5399973989997;CNG (GGE)
Public Works;Gasoline;2012;Q4;569.27369144099998;63,441.830017633998;Gasoline (gallons)
Public Works;Propane;2012;Q4;1.0654707779999999;186.50000138600001;Propane (gallons)
Public Works;Electric;2012;Q1;0.00;1,048,930.5360971501;Electric (kWh)
Public Works;Natural Gas;2012;Q1;43.971030976999998;8,259.5071128969994;Natural Gas (therms)
Public Works;Steam;2012;Q1;7.5021575550000001;83,112.595922824999;Steam (lbs)
Public Works;Electric;2012;Q2;0.00;980,817.23509054002;Electric (kWh)
Public Works;Natural Gas;2012;Q2;46.491781596000003;8,733.0042587770004;Natural Gas (therms)
Public Works;Steam;2012;Q2;9.6853250969999998;107,298.801085552;Steam (lbs)
Public Works;Electric;2012;Q3;0.00;982,203.77744972694;Electric (kWh)
Public Works;Natural Gas;2012;Q3;105.615904669;19,838.864280934999;Natural Gas (therms)
Public Works;Steam;2012;Q3;17.939718465999999;209,260.646155858;Steam (lbs)
Public Works;Electric;2012;Q4;0.00;991,351.48645298497;Electric (kWh)
Public Works;Natural Gas;2012;Q4;65.222370448999996;12,251.353235777;Natural Gas (therms)
Public Works;Steam;2012;Q4;8.0350883450000001;93,726.542155393996;Steam (lbs)
Real Estate Division;B20;2012;Q1;0.00;0.00;B20 (gallons)
Real Estate Division;B5;2012;Q1;2.0314696510000001;206.099998951;B5 (gallons)
Real Estate Division;CNG;2012;Q1;0.80275164099999996;129.899999619;CNG (GGE)
Real Estate Division;Gasoline;2012;Q1;9.1104494010000003;1,015.3000059129999;Gasoline (gallons)
Real Estate Division;Propane;2012;Q1;0.00;0.00;Propane (gallons)
Real Estate Division;B20;2012;Q2;0.00;0.00;B20 (gallons)
Real Estate Division;B5;2012;Q2;0.88513330400000001;89.799999236999994;B5 (gallons)
Real Estate Division;CNG;2012;Q2;1.469548434;237.80000090600001;CNG (GGE)
Real Estate Division;Gasoline;2012;Q2;7.2108313920000002;803.60000181199996;Gasoline (gallons)
Real Estate Division;Propane;2012;Q2;0.024565815000000001;4.3000001909999996;Propane (gallons)
Real Estate Division;B20;2012;Q3;0.00;0.00;B20 (gallons)
Real Estate Division;B5;2012;Q3;0.64462937499999995;65.399999141999999;B5 (gallons)
Real Estate Division;CNG;2012;Q3;0.88679645799999995;143.49999880799999;CNG (GGE)
Real Estate Division;Gasoline;2012;Q3;8.7416524950000003;974.20000252900002;Gasoline (gallons)
Real Estate Division;Propane;2012;Q3;0.00;0.00;Propane (gallons)
Real Estate Division;B20;2012;Q4;0.00;0.00;B20 (gallons)
Real Estate Division;B5;2012;Q4;0.76488134200000002;77.599999428000004;B5 (gallons)
Real Estate Division;CNG;2012;Q4;1.491795582;241.399999216;CNG (GGE)
Real Estate Division;Gasoline;2012;Q4;9.2262031479999997;1,028.2000040410001;Gasoline (gallons)
Real Estate Division;Propane;2012;Q4;0.00;0.00;Propane (gallons)
Real Estate Division;Electric;2012;Q1;0.00;55,625.756496551003;Electric (kWh)
Real Estate Division;Electric;2012;Q1;0.00;697,100.63882290397;Electric (kWh)
Real Estate Division;Natural Gas;2012;Q1;0.00083849800000000002;0.15750324600000001;Natural Gas (therms)
Real Estate Division;Natural Gas;2012;Q1;46.036695289999997;8,647.5209643939997;Natural Gas (therms)
Real Estate Division;Electric;2012;Q2;0.00;44,319.252158481999;Electric (kWh)
Real Estate Division;Electric;2012;Q2;0.00;803,322.95381813403;Electric (kWh)
Real Estate Division;Natural Gas;2012;Q2;0.109843237;20.632925264000001;Natural Gas (therms)
Real Estate Division;Natural Gas;2012;Q2;52.556618409999999;9,872.2216410010005;Natural Gas (therms)
Real Estate Division;Electric;2012;Q3;0.00;54,455.430288705;Electric (kWh)
Real Estate Division;Electric;2012;Q3;0.00;1,191,439.6742422101;Electric (kWh)
Real Estate Division;Natural Gas;2012;Q3;0.76051767800000003;142.855444385;Natural Gas (therms)
Real Estate Division;Natural Gas;2012;Q3;65.197389180000002;12,246.660760732;Natural Gas (therms)
Real Estate Division;Electric;2012;Q4;0.00;54,374.365986391;Electric (kWh)
Real Estate Division;Electric;2012;Q4;0.00;820,147.26533070998;Electric (kWh)
Real Estate Division;Natural Gas;2012;Q4;0.78693036500000002;147.816796643;Natural Gas (therms)
Real Estate Division;Natural Gas;2012;Q4;51.530035148000003;9,679.3885059420008;Natural Gas (therms)
Recreation and Park Department;B20;2012;Q1;120.280647336;14,464.240001849999;B20 (gallons)
Recreation and Park Department;B5;2012;Q1;0.82993569199999995;84.200000286000005;B5 (gallons)
Recreation and Park Department;CNG;2012;Q1;19.906263233000001;3,221.1999994140001;CNG (GGE)
Recreation and Park Department;Diesel;2012;Q1;13.199794300000001;1,265.00;Diesel (gallons)
Recreation and Park Department;Gasoline;2012;Q1;297.31219681499999;33,133.499994985999;Gasoline (gallons)
Recreation and Park Department;Propane;2012;Q1;32.251600248999999;5,645.319999237;Propane (gallons)
Recreation and Park Department;B20;2012;Q2;123.624982471;14,866.409986131001;B20 (gallons)
Recreation and Park Department;B5;2012;Q2;0.102509872;10.400000094999999;B5 (gallons)
Recreation and Park Department;CNG;2012;Q2;24.579587967999998;3,977.4300089110002;CNG (GGE)
Recreation and Park Department;Diesel;2012;Q2;5.87469106;563.00;Diesel (gallons)
Recreation and Park Department;Gasoline;2012;Q2;258.40098581699999;28,797.099997841;Gasoline (gallons)
Recreation and Park Department;Propane;2012;Q2;4.3961381140000002;769.500000763;Propane (gallons)
Recreation and Park Department;B20;2012;Q3;122.02744843000001;14,674.299980991;B20 (gallons)
Recreation and Park Department;B5;2012;Q3;1.4410522180000001;146.19999885600001;B5 (gallons)
Recreation and Park Department;CNG;2012;Q3;26.333405587000001;4,261.2299993260003;CNG (GGE)
Recreation and Park Department;Gasoline;2012;Q3;268.380037157;29,909.200009435001;Gasoline (gallons)
Recreation and Park Department;Propane;2012;Q3;0.76839580799999996;134.49999961899999;Propane (gallons)
Recreation and Park Department;B20;2012;Q4;123.04005453400001;14,796.070008278;B20 (gallons)
Recreation and Park Department;B5;2012;Q4;3.0835758289999999;312.84000468300002;B5 (gallons)
Recreation and Park Department;CNG;2012;Q4;28.699390878999999;4,644.0899932310003;CNG (GGE)
Recreation and Park Department;Diesel;2012;Q4;8.2224805599999993;788.00;Diesel (gallons)
Recreation and Park Department;Gasoline;2012;Q4;294.29111326999998;32,796.819990969998;Gasoline (gallons)
Recreation and Park Department;Propane;2012;Q4;12.232632771;2,141.1999991419998;Propane (gallons)
Recreation and Park Department;Electric;2012;Q1;0.00;254,282.00;Electric (kWh)
Recreation and Park Department;Electric;2012;Q1;0.00;5,617,829.00;Electric (kWh)
Recreation and Park Department;Natural Gas;2012;Q1;1,217.149244359;228,629.00;Natural Gas (therms)
Recreation and Park Department;Electric;2012;Q2;0.00;258,212.00;Electric (kWh)
Recreation and Park Department;Electric;2012;Q2;0.00;5,780,322.00;Electric (kWh)
Recreation and Park Department;Natural Gas;2012;Q2;952.17869298400001;178,857.00;Natural Gas (therms)
Recreation and Park Department;Electric;2012;Q3;0.00;258,130.00;Electric (kWh)
Recreation and Park Department;Electric;2012;Q3;0.00;5,466,484.00;Electric (kWh)
Recreation and Park Department;Natural Gas;2012;Q3;1,574.6720949309999;295,786.00;Natural Gas (therms)
Recreation and Park Department;Electric;2012;Q4;0.00;256,927.00;Electric (kWh)
Recreation and Park Department;Electric;2012;Q4;0.00;4,980,767.00;Electric (kWh)
Recreation and Park Department;Natural Gas;2012;Q4;1,240.2487224270001;232,968.00;Natural Gas (therms)
Redevelopment Agency (former);B20;2012;Q1;0.00;0.00;B20 (gallons)
Redevelopment Agency (former);B5;2012;Q1;0.00;0.00;B5 (gallons)
Redevelopment Agency (former);CNG;2012;Q1;0.00;0.00;CNG (GGE)
Redevelopment Agency (former);Gasoline;2012;Q1;2.6614392570000001;296.60000014299999;Gasoline (gallons)
Redevelopment Agency (former);Propane;2012;Q1;0.00;0.00;Propane (gallons)
Redevelopment Agency (former);B20;2012;Q2;0.00;0.00;B20 (gallons)
Redevelopment Agency (former);B5;2012;Q2;0.00;0.00;B5 (gallons)
Redevelopment Agency (former);CNG;2012;Q2;0.00;0.00;CNG (GGE)
Redevelopment Agency (former);Gasoline;2012;Q2;3.2025208310000002;356.90000295599998;Gasoline (gallons)
Redevelopment Agency (former);Propane;2012;Q2;0.00;0.00;Propane (gallons)
Redevelopment Agency (former);B20;2012;Q3;0.00;0.00;B20 (gallons)
Redevelopment Agency (former);B5;2012;Q3;0.00;0.00;B5 (gallons)
Redevelopment Agency (former);CNG;2012;Q3;0.00;0.00;CNG (GGE)
Redevelopment Agency (former);Gasoline;2012;Q3;2.9243528489999999;325.90000057200001;Gasoline (gallons)
Redevelopment Agency (former);Propane;2012;Q3;0.00;0.00;Propane (gallons)
Redevelopment Agency (former);B20;2012;Q4;0.00;0.00;B20 (gallons)
Redevelopment Agency (former);B5;2012;Q4;0.00;0.00;B5 (gallons)
Redevelopment Agency (former);CNG;2012;Q4;0.00;0.00;CNG (GGE)
Redevelopment Agency (former);Gasoline;2012;Q4;1.7542527750000001;195.49999940399999;Gasoline (gallons)
Redevelopment Agency (former);Propane;2012;Q4;0.00;0.00;Propane (gallons)
Redevelopment Agency (former);Electric;2012;Q1;1.654043675;809,500.00;Electric (kWh)
Redevelopment Agency (former);Natural Gas;2012;Q1;4.2323311969999997;795.00;Natural Gas (therms)
Redevelopment Agency (former);Electric;2012;Q2;0.77207219800000004;3,892.00;Electric (kWh)
Redevelopment Agency (former);Electric;2012;Q2;1.3066905360000001;866,664.00;Electric (kWh)
Redevelopment Agency (former);Natural Gas;2012;Q2;2.6991093290000001;507.00;Natural Gas (therms)
Redevelopment Agency (former);Natural Gas;2012;Q2;3.646725623;685.00;Natural Gas (therms)
Redevelopment Agency (former);Electric;2012;Q3;1.5641590460000001;824,562.00;Electric (kWh)
Redevelopment Agency (former);Natural Gas;2012;Q3;6.6918746100000002;1,257.00;Natural Gas (therms)
Redevelopment Agency (former);Electric;2012;Q4;1.0738472349999999;671,686.00;Electric (kWh)
Redevelopment Agency (former);Natural Gas;2012;Q4;4.881821016;917.00;Natural Gas (therms)
Rent;Electric;2012;Q1;0.00;27,387.875312431999;Electric (kWh)
Rent;Natural Gas;2012;Q1;0.00060162200000000001;0.11300842899999999;Natural Gas (therms)
Rent;Electric;2012;Q2;0.00;27,005.398284157;Electric (kWh)
Rent;Natural Gas;2012;Q2;0.078812417999999995;14.804104212;Natural Gas (therms)
Rent;Electric;2012;Q3;0.00;27,527.892756082001;Electric (kWh)
Rent;Natural Gas;2012;Q3;0.54567070900000003;102.49864519;Natural Gas (therms)
Rent;Electric;2012;Q4;0.00;24,495.029040223999;Electric (kWh)
Rent;Natural Gas;2012;Q4;0.56462178699999999;106.058410706;Natural Gas (therms)
Retirement;Electric;2012;Q1;0.00;85,185.170382199998;Electric (kWh)
Retirement;Natural Gas;2012;Q1;4.6475710990000003;872.99855608300004;Natural Gas (therms)
Retirement;Electric;2012;Q2;0.00;77,253.697149358006;Electric (kWh)
Retirement;Natural Gas;2012;Q2;3.3390510099999999;627.206480124;Natural Gas (therms)
Retirement;Electric;2012;Q3;0.00;71,453.503226935994;Electric (kWh)
Retirement;Natural Gas;2012;Q3;6.1546939839999997;1,156.096129865;Natural Gas (therms)
Retirement;Electric;2012;Q4;0.00;75,422.733334792007;Electric (kWh)
Retirement;Natural Gas;2012;Q4;3.4519689869999999;648.41696383600004;Natural Gas (therms)
Risk Management;Electric;2012;Q1;0.00;7,072.5331571959996;Electric (kWh)
Risk Management;Natural Gas;2012;Q1;0.00015536;0.029182836;Natural Gas (therms)
Risk Management;Electric;2012;Q2;0.00;6,973.7638502130003;Electric (kWh)
Risk Management;Natural Gas;2012;Q2;0.020352196999999999;3.8229514600000001;Natural Gas (therms)
Risk Management;Electric;2012;Q3;0.00;7,108.6906904650004;Electric (kWh)
Risk Management;Natural Gas;2012;Q3;0.14091177699999999;26.468831861000002;Natural Gas (therms)
Risk Management;Electric;2012;Q4;0.00;6,325.4963408869999;Electric (kWh)
Risk Management;Natural Gas;2012;Q4;0.14580562599999999;27.388091181;Natural Gas (therms)
SF Unified Schools District;B20;2012;Q1;1.401199734;168.50000143099999;B20 (gallons)
SF Unified Schools District;B5;2012;Q1;5.5296189690000004;560.99999487399998;B5 (gallons)
SF Unified Schools District;CNG;2012;Q1;2.1998114179999999;355.970000744;CNG (GGE)
SF Unified Schools District;Gasoline;2012;Q1;145.63707895900001;16,230.300023526001;Gasoline (gallons)
SF Unified Schools District;Propane;2012;Q1;0.034277879999999997;6.00;Propane (gallons)
SF Unified Schools District;B20;2012;Q2;2.2660351749999998;272.50000190700001;B20 (gallons)
SF Unified Schools District;B5;2012;Q2;5.8588333749999997;594.399996042;B5 (gallons)
SF Unified Schools District;CNG;2012;Q2;1.462441707;236.65000152600001;CNG (GGE)
SF Unified Schools District;Gasoline;2012;Q2;136.78685135500001;15,244.000035092;Gasoline (gallons)
SF Unified Schools District;Propane;2012;Q2;0.161277424;28.229999781;Propane (gallons)
SF Unified Schools District;B20;2012;Q3;0.95381369299999996;114.699999332;B20 (gallons)
SF Unified Schools District;B5;2012;Q3;5.7937790859999998;587.80000139000003;B5 (gallons)
SF Unified Schools District;CNG;2012;Q3;1.8891545569999999;305.699999332;CNG (GGE)
SF Unified Schools District;Gasoline;2012;Q3;144.56747823399999;16,111.100017622;Gasoline (gallons)
SF Unified Schools District;Propane;2012;Q3;0.23137568999999999;40.50;Propane (gallons)
SF Unified Schools District;B20;2012;Q4;1.2116011950000001;145.70000124000001;B20 (gallons)
SF Unified Schools District;B5;2012;Q4;6.3082997489999997;639.99999761599997;B5 (gallons)
SF Unified Schools District;CNG;2012;Q4;2.0584801690000001;333.10000181200002;CNG (GGE)
SF Unified Schools District;Gasoline;2012;Q4;140.586087147;15,667.400018185001;Gasoline (gallons)
SF Unified Schools District;Propane;2012;Q4;0.00;0.00;Propane (gallons)
SF Unified Schools District;Electric;2012;Q1;0.00;7,608,973.00;Electric (kWh)
SF Unified Schools District;Natural Gas;2012;Q1;2,115.5374034870001;397,382.00;Natural Gas (therms)
SF Unified Schools District;Electric;2012;Q2;0.00;8,934,721.00;Electric (kWh)
